"Year","NumberOfFatalities","NumberOfFatalCrashes","Month"
2016,1,1,"September"
2016,2,2,"September"
2016,9,6,"October"
2016,6,5,"October"
2016,1,1,"October"
2016,0,0,"October"
2016,1,1,"October"
2016,7,6,"October"
2016,6,6,"October"
2016,4,4,"October"
2016,5,5,"October"
2016,2,2,"October"
2016,2,2,"October"
2016,4,3,"October"
2016,6,6,"October"
2016,4,4,"October"
2016,5,5,"October"
2016,3,3,"October"
2016,0,0,"October"
2016,4,4,"October"
2016,3,3,"October"
2016,6,6,"October"
2016,6,4,"October"
2016,6,5,"October"
2016,4,4,"October"
2016,4,4,"October"
2016,6,6,"October"
2016,4,4,"October"
2016,1,1,"October"
2016,2,2,"October"
2016,1,1,"October"
2016,4,4,"October"
2016,1,1,"October"
2016,0,0,"November"
2016,2,2,"November"
2016,1,1,"November"
2016,1,1,"November"
2016,5,5,"November"
2016,2,2,"November"
2016,0,0,"November"
2016,3,3,"November"
2016,5,4,"November"
2016,3,3,"November"
2016,2,2,"November"
2016,4,4,"November"
2016,4,4,"November"
2016,1,1,"November"
2016,4,4,"November"
2016,6,6,"November"
2016,4,4,"November"
2016,2,2,"November"
2016,9,6,"November"
2016,5,4,"November"
2016,8,8,"November"
2016,7,7,"November"
2016,3,3,"November"
2016,1,1,"November"
2016,2,2,"November"
2016,5,4,"November"
2016,6,6,"November"
2016,5,5,"November"
2016,2,2,"November"
2016,2,2,"November"
2016,3,3,"December"
2016,7,6,"December"
2016,7,6,"December"
2016,4,4,"December"
2016,2,1,"December"
2016,5,5,"December"
2016,1,1,"December"
2016,1,1,"December"
2016,5,4,"December"
2016,8,8,"December"
2016,5,5,"December"
2016,5,4,"December"
2016,2,2,"December"
2016,6,6,"December"
2016,5,4,"December"
2016,5,5,"December"
2016,7,5,"December"
2016,5,5,"December"
2016,1,1,"December"
2016,1,1,"December"
2016,2,2,"December"
2016,1,1,"December"
2016,2,2,"December"
2016,4,4,"December"
2016,4,4,"December"
2016,2,2,"December"
2016,6,6,"December"
2016,4,4,"December"
2016,2,2,"December"
2016,4,3,"December"
2016,1,1,"December"
2017,3,3,"January"
2017,4,4,"January"
2017,4,3,"January"
2017,1,1,"January"
2017,3,3,"January"
2017,3,3,"January"
2017,1,1,"January"
2017,1,1,"January"
2017,2,2,"January"
2017,4,4,"January"
2017,5,5,"January"
2017,4,4,"January"
2017,10,10,"January"
2017,1,1,"January"
2017,1,1,"January"
2017,5,5,"January"
2017,2,2,"January"
2017,6,3,"January"
2017,0,0,"January"
2017,1,1,"January"
2017,5,4,"January"
2017,3,3,"January"
2017,3,3,"January"
2017,5,5,"January"
2017,2,2,"January"
2017,0,0,"January"
2017,5,4,"January"
2017,4,4,"January"
2017,4,3,"January"
2017,2,1,"January"
2017,3,3,"January"
2017,1,1,"February"
2017,2,2,"February"
2017,3,3,"February"
2017,1,1,"February"
2017,2,2,"February"
2017,3,3,"February"
2017,1,1,"February"
2017,4,4,"February"
2017,1,1,"February"
2017,6,6,"February"
2017,2,2,"February"
2017,3,3,"February"
2017,1,1,"February"
2017,0,0,"February"
2017,3,3,"February"
2017,4,4,"February"
2017,5,5,"February"
2017,4,4,"February"
2017,2,2,"February"
2017,3,3,"February"
2017,2,2,"February"
2017,1,1,"February"
2017,4,4,"February"
2017,3,3,"February"
2017,4,2,"February"
2017,2,2,"February"
2017,2,2,"February"
2017,1,1,"February"
2017,3,3,"March"
2017,2,2,"March"
2017,2,2,"March"
2017,3,3,"March"
2017,1,1,"March"
2017,2,2,"March"
2017,4,3,"March"
2017,0,0,"March"
2017,4,4,"March"
2017,3,3,"March"
2017,4,4,"March"
2017,3,3,"March"
2017,3,3,"March"
2017,2,2,"March"
2017,2,2,"March"
2017,3,3,"March"
2017,3,3,"March"
2017,2,2,"March"
2017,2,2,"March"
2017,1,1,"March"
2017,4,4,"March"
2017,1,1,"March"
2017,3,3,"March"
2017,7,6,"March"
2017,7,6,"March"
2017,1,1,"March"
2017,4,4,"March"
2017,3,3,"March"
2017,5,5,"March"
2017,5,5,"March"
2017,4,4,"March"
2017,5,5,"April"
2017,2,2,"April"
2017,5,3,"April"
2017,5,4,"April"
2017,3,3,"April"
2017,1,1,"April"
2017,7,7,"April"
2017,5,4,"April"
2017,4,3,"April"
2017,2,2,"April"
2017,2,2,"April"
2017,4,3,"April"
2017,4,4,"April"
2017,2,2,"April"
2017,3,3,"April"
2017,0,0,"April"
2017,3,2,"April"
2017,7,7,"April"
2017,7,7,"April"
2017,2,2,"April"
2017,5,5,"April"
2017,0,0,"April"
2017,1,1,"April"
2017,3,3,"April"
2017,4,4,"April"
2017,5,4,"April"
2017,1,1,"April"
2017,1,1,"April"
2017,4,3,"April"
2017,5,5,"April"
2017,1,1,"May"
2017,5,5,"May"
2017,1,1,"May"
2017,5,5,"May"
2017,2,2,"May"
2017,5,4,"May"
2017,0,0,"May"
2017,3,3,"May"
2017,1,1,"May"
2017,5,5,"May"
2017,4,4,"May"
2017,4,4,"May"
2017,4,4,"May"
2017,3,2,"May"
2017,2,2,"May"
2017,5,5,"May"
2017,1,1,"May"
2017,2,2,"May"
2017,5,5,"May"
2017,2,2,"May"
2017,4,4,"May"
2017,1,1,"May"
2017,5,5,"May"
2017,1,1,"May"
2017,3,2,"May"
2017,2,2,"May"
2017,4,4,"May"
2017,10,8,"May"
2017,7,5,"May"
2017,1,1,"May"
2017,1,1,"May"
2017,4,4,"June"
2017,4,3,"June"
2017,3,3,"June"
2017,3,3,"June"
2017,2,2,"June"
2017,1,1,"June"
2017,3,3,"June"
2017,6,5,"June"
2017,2,2,"June"
2017,4,4,"June"
2017,5,5,"June"
2017,1,1,"June"
2017,2,2,"June"
2017,7,6,"June"
2017,3,2,"June"
2017,1,1,"June"
2017,3,3,"June"
2017,5,4,"June"
2017,3,3,"June"
2017,6,4,"June"
2017,3,3,"June"
2017,3,3,"June"
2017,7,7,"June"
2017,8,6,"June"
2017,4,3,"June"
2017,1,1,"June"
2017,1,1,"June"
2017,1,1,"June"
2017,2,2,"June"
2017,6,5,"June"
2017,5,4,"July"
2017,5,5,"July"
2017,4,4,"July"
2017,5,5,"July"
2017,1,1,"July"
2017,2,2,"July"
2017,7,7,"July"
2017,4,3,"July"
2017,9,8,"July"
2017,2,2,"July"
2017,3,3,"July"
2017,1,1,"July"
2017,3,3,"July"
2017,4,4,"July"
2017,1,1,"July"
2017,9,8,"July"
2017,3,3,"July"
2017,4,4,"July"
2017,6,4,"July"
2017,7,6,"July"
2017,1,1,"July"
2017,4,4,"July"
2017,0,0,"July"
2017,3,3,"July"
2017,3,3,"July"
2017,4,2,"July"
2017,3,3,"July"
2017,2,2,"July"
2017,3,3,"July"
2017,2,2,"July"
2017,1,1,"July"
2017,5,5,"August"
2017,4,4,"August"
2017,1,1,"August"
2017,3,3,"August"
2017,4,4,"August"
2017,3,3,"August"
2017,3,3,"August"
2017,3,3,"August"
2017,4,3,"August"
2017,2,2,"August"
2017,5,5,"August"
2017,7,6,"August"
2017,7,5,"August"
2017,2,2,"August"
2017,2,2,"August"
2017,3,3,"August"
2017,6,4,"August"
2017,4,4,"August"
2017,0,0,"August"
2017,3,3,"August"
2017,2,2,"August"
2017,2,2,"August"
2017,5,5,"August"
2017,4,4,"August"
2017,4,2,"August"
2017,2,2,"August"
2017,8,6,"August"
2017,3,3,"August"
2017,5,5,"August"
2017,3,2,"August"
2017,3,3,"August"
2017,5,5,"September"
2017,8,8,"September"
2017,4,4,"September"
2017,7,6,"September"
2017,2,2,"September"
2017,1,1,"September"
2017,2,2,"September"
2017,4,4,"September"
2017,6,3,"September"
2017,2,2,"September"
2017,1,1,"September"
2017,2,2,"September"
2017,3,3,"September"
2017,1,1,"September"
2017,1,1,"September"
2017,1,1,"September"
2017,5,5,"September"
2017,3,3,"September"
2017,4,3,"September"
2017,6,5,"September"
2017,3,3,"September"
2017,5,5,"September"
2017,4,4,"September"
2017,4,3,"September"
2017,4,4,"September"
2017,3,3,"September"
2017,3,3,"September"
2017,2,2,"September"
2017,0,0,"September"
2017,2,1,"September"
2017,4,3,"October"
2017,4,4,"October"
2017,2,2,"October"
2017,3,2,"October"
2017,2,2,"October"
2017,5,4,"October"
2017,3,3,"October"
2017,5,4,"October"
2017,3,3,"October"
2017,2,2,"October"
2017,2,2,"October"
2017,2,2,"October"
2017,3,3,"October"
2017,5,4,"October"
2017,5,5,"October"
2017,4,4,"October"
2017,2,2,"October"
2017,5,5,"October"
2017,1,1,"October"
2017,0,0,"October"
2017,3,3,"October"
2017,3,3,"October"
2017,2,2,"October"
2017,2,2,"October"
2017,2,2,"October"
2017,9,9,"October"
2017,2,2,"October"
2017,5,5,"October"
2017,3,3,"October"
2017,1,1,"October"
2017,1,1,"October"
2017,6,6,"November"
2017,2,2,"November"
2017,2,2,"November"
2017,5,5,"November"
2017,14,10,"November"
2017,5,5,"November"
2017,2,2,"November"
2017,6,6,"November"
2017,0,0,"November"
2017,3,3,"November"
2017,3,3,"November"
2017,2,2,"November"
2017,4,4,"November"
2017,1,1,"November"
2017,5,5,"November"
2017,1,1,"November"
2017,2,2,"November"
2017,6,6,"November"
2017,4,4,"November"
2017,7,4,"November"
2017,1,1,"November"
2017,3,3,"November"
2017,3,3,"November"
2017,5,5,"November"
2017,7,4,"November"
2017,4,4,"November"
2017,2,2,"November"
2017,4,3,"November"
2017,3,3,"November"
2017,0,0,"November"
2017,1,1,"December"
2017,4,4,"December"
2017,2,2,"December"
2017,3,3,"December"
2017,4,4,"December"
2017,1,1,"December"
2017,6,6,"December"
2017,5,4,"December"
2017,5,4,"December"
2017,6,6,"December"
2017,5,4,"December"
2017,4,4,"December"
2017,2,2,"December"
2017,6,6,"December"
2017,3,3,"December"
2017,7,7,"December"
2017,5,5,"December"
2017,2,2,"December"
2017,2,2,"December"
2017,3,3,"December"
2017,8,7,"December"
2017,7,7,"December"
2017,4,4,"December"
2017,3,1,"December"
2017,5,4,"December"
2017,10,6,"December"
2017,5,4,"December"
2017,5,5,"December"
2017,3,3,"December"
2017,3,3,"December"
2017,1,1,"December"
2018,8,8,"January"
2018,5,4,"January"
2018,1,1,"January"
2018,6,6,"January"
2018,4,3,"January"
2018,5,5,"January"
2018,2,2,"January"
2018,1,1,"January"
2018,4,4,"January"
2018,8,6,"January"
2018,4,4,"January"
2018,3,3,"January"
2018,2,2,"January"
2018,3,3,"January"
2018,3,2,"January"
2018,3,2,"January"
2018,0,0,"January"
2018,1,1,"January"
2018,2,2,"January"
2018,5,5,"January"
2018,0,0,"January"
2018,5,4,"January"
2018,1,1,"January"
2018,1,1,"January"
2018,2,2,"January"
2018,3,3,"January"
2018,2,2,"January"
2018,6,6,"January"
2018,6,6,"January"
2018,3,3,"January"
2018,2,2,"January"
2018,2,2,"February"
2018,0,0,"February"
2018,7,7,"February"
2018,2,2,"February"
2018,6,6,"February"
2018,2,2,"February"
2018,4,4,"February"
2018,3,3,"February"
2018,1,1,"February"
2018,2,2,"February"
2018,5,4,"February"
2018,1,1,"February"
2018,1,1,"February"
2018,1,1,"February"
2018,5,5,"February"
2018,4,2,"February"
2018,4,3,"February"
2018,4,4,"February"
2018,2,2,"February"
2018,3,3,"February"
2018,4,4,"February"
2018,2,2,"February"
2018,8,7,"February"
2018,4,3,"February"
2018,3,3,"February"
2018,3,3,"February"
2018,2,2,"February"
2018,1,1,"February"
2018,2,2,"March"
2018,7,7,"March"
2018,6,6,"March"
2018,3,3,"March"
2018,2,2,"March"
2018,2,2,"March"
2018,2,2,"March"
2018,3,3,"March"
2018,9,9,"March"
2018,5,5,"March"
2018,1,1,"March"
2018,3,3,"March"
2018,0,0,"March"
2018,8,7,"March"
2018,1,1,"March"
2018,4,2,"March"
2018,2,2,"March"
2018,4,4,"March"
2018,6,5,"March"
2018,0,0,"March"
2018,1,1,"March"
2018,4,4,"March"
2018,7,7,"March"
2018,5,5,"March"
2018,3,2,"March"
2018,3,3,"March"
2018,6,6,"March"
2018,4,4,"March"
2018,2,2,"March"
2018,2,2,"March"
2018,6,4,"March"
2018,4,4,"April"
2018,2,2,"April"
2018,1,1,"April"
2018,1,1,"April"
2018,3,3,"April"
2018,1,1,"April"
2018,3,3,"April"
2018,3,3,"April"
2018,1,1,"April"
2018,4,4,"April"
2018,2,2,"April"
2018,1,1,"April"
2018,4,3,"April"
2018,2,2,"April"
2018,4,4,"April"
2018,3,3,"April"
2018,2,2,"April"
2018,5,4,"April"
2018,3,3,"April"
2018,4,4,"April"
2018,5,3,"April"
2018,7,6,"April"
2018,5,5,"April"
2018,1,1,"April"
2018,4,4,"April"
2018,0,0,"April"
2018,4,4,"April"
2018,3,2,"April"
2018,4,3,"April"
2018,2,2,"April"
2018,4,4,"May"
2018,3,3,"May"
2018,3,3,"May"
2018,2,2,"May"
2018,10,7,"May"
2018,5,5,"May"
2018,3,3,"May"
2018,2,2,"May"
2018,3,3,"May"
2018,3,3,"May"
2018,2,2,"May"
2018,0,0,"May"
2018,4,4,"May"
2018,2,2,"May"
2018,2,2,"May"
2018,4,4,"May"
2018,0,0,"May"
2018,1,1,"May"
2018,4,4,"May"
2018,3,3,"May"
2018,4,4,"May"
2018,4,4,"May"
2018,0,0,"May"
2018,1,1,"May"
2018,6,5,"May"
2018,3,3,"May"
2018,2,2,"May"
2018,3,3,"May"
2018,3,3,"May"
2018,3,3,"May"
2018,1,1,"May"
2018,0,0,"June"
2018,2,2,"June"
2018,4,4,"June"
2018,1,1,"June"
2018,2,2,"June"
2018,4,4,"June"
2018,2,2,"June"
2018,3,3,"June"
2018,2,2,"June"
2018,6,6,"June"
2018,5,5,"June"
2018,0,0,"June"
2018,5,5,"June"
2018,4,4,"June"
2018,2,2,"June"
2018,5,4,"June"
2018,3,3,"June"
2018,1,1,"June"
2018,0,0,"June"
2018,2,2,"June"
2018,2,2,"June"
2018,1,1,"June"
2018,3,3,"June"
2018,5,5,"June"
2018,1,1,"June"
2018,3,3,"June"
2018,4,4,"June"
2018,3,2,"June"
2018,1,1,"June"
2018,2,2,"June"
2018,4,3,"July"
2018,2,2,"July"
2018,3,3,"July"
2018,2,2,"July"
2018,4,4,"July"
2018,7,6,"July"
2018,2,2,"July"
2018,7,5,"July"
2018,0,0,"July"
2018,1,1,"July"
2018,2,2,"July"
2018,4,4,"July"
2018,2,2,"July"
2018,2,2,"July"
2018,3,3,"July"
2018,4,4,"July"
2018,4,4,"July"
2018,5,3,"July"
2018,4,4,"July"
2018,6,6,"July"
2018,2,2,"July"
2018,3,3,"July"
2018,1,1,"July"
2018,2,2,"July"
2018,3,3,"July"
2018,2,2,"July"
2018,0,0,"July"
2018,5,4,"July"
2018,1,1,"July"
2018,4,4,"July"
2018,5,4,"July"
2018,1,1,"August"
2018,4,3,"August"
2018,2,1,"August"
2018,5,5,"August"
2018,6,6,"August"
2018,1,1,"August"
2018,5,5,"August"
2018,1,1,"August"
2018,0,0,"August"
2018,3,3,"August"
2018,3,3,"August"
2018,3,3,"August"
2018,5,4,"August"
2018,4,3,"August"
2018,4,3,"August"
2018,3,3,"August"
2018,1,1,"August"
2018,3,2,"August"
2018,4,3,"August"
2018,8,8,"August"
2018,8,5,"August"
2018,4,4,"August"
2018,0,0,"August"
2018,7,7,"August"
2018,2,2,"August"
2018,4,3,"August"
2018,5,5,"August"
2018,2,2,"August"
2018,1,1,"August"
2018,1,1,"August"
2018,4,4,"August"
2018,6,6,"September"
2018,5,5,"September"
2018,5,5,"September"
2018,4,3,"September"
2018,1,1,"September"
2018,4,4,"September"
2018,4,3,"September"
2018,3,2,"September"
2018,2,1,"September"
2018,2,2,"September"
2018,2,2,"September"
2018,3,2,"September"
2018,5,4,"September"
2018,9,8,"September"
2018,2,2,"September"
2018,3,3,"September"
2018,4,4,"September"
2018,7,7,"September"
2018,1,1,"September"
2018,1,1,"September"
2018,3,3,"September"
2018,7,7,"September"
2018,2,2,"September"
2018,2,2,"September"
2018,0,0,"September"
2018,2,2,"September"
2018,4,4,"September"
2018,7,6,"September"
2018,5,5,"September"
2018,1,1,"September"
2018,2,2,"October"
2018,2,1,"October"
2018,2,2,"October"
2018,1,1,"October"
2018,2,2,"October"
2018,3,3,"October"
2018,5,4,"October"
2018,4,4,"October"
2018,2,2,"October"
2018,2,2,"October"
2018,5,2,"October"
2018,3,3,"October"
2018,4,4,"October"
2018,4,4,"October"
2018,2,2,"October"
2018,1,1,"October"
2018,1,1,"October"
2018,0,0,"October"
2018,1,1,"October"
2018,1,1,"October"
2018,5,5,"October"
2018,0,0,"October"
2018,2,2,"October"
2018,2,2,"October"
2018,1,1,"October"
2018,3,3,"October"
2018,5,5,"October"
2018,3,3,"October"
2018,2,2,"October"
2018,1,1,"October"
2018,3,3,"October"
2018,3,3,"November"
2018,3,2,"November"
2018,8,7,"November"
2018,2,2,"November"
2018,6,5,"November"
2018,3,3,"November"
2018,0,0,"November"
2018,2,2,"November"
2018,0,0,"November"
2018,5,5,"November"
2018,5,5,"November"
2018,2,2,"November"
2018,2,2,"November"
2018,1,1,"November"
2018,1,1,"November"
2018,3,3,"November"
2018,4,4,"November"
2018,4,4,"November"
2018,4,4,"November"
2018,5,4,"November"
2018,1,1,"November"
2018,4,3,"November"
2018,2,2,"November"
2018,6,5,"November"
2018,5,4,"November"
2018,3,3,"November"
2018,4,4,"November"
2018,4,4,"November"
2018,2,2,"November"
2018,5,5,"November"
2018,0,0,"December"
2018,6,5,"December"
2018,2,2,"December"
2018,3,3,"December"
2018,1,1,"December"
2018,1,1,"December"
2018,4,4,"December"
2018,3,3,"December"
2018,6,4,"December"
2018,0,0,"December"
2018,0,0,"December"
2018,6,6,"December"
2018,2,2,"December"
2018,2,2,"December"
2018,2,1,"December"
2018,4,4,"December"
2018,3,3,"December"
2018,4,4,"December"
2018,2,2,"December"
2018,4,4,"December"
2018,6,6,"December"
2018,4,4,"December"
2018,1,1,"December"
2018,4,3,"December"
2018,1,1,"December"
2018,5,5,"December"
2018,8,5,"December"
2018,2,2,"December"
2018,5,5,"December"
2018,4,4,"December"
2018,5,5,"December"
2019,3,3,"January"
2019,2,2,"January"
2019,2,1,"January"
2019,3,3,"January"
2019,8,8,"January"
2019,5,4,"January"
2019,2,2,"January"
2019,4,4,"January"
2019,0,0,"January"
2019,6,5,"January"
2019,3,3,"January"
2019,2,1,"January"
2019,4,4,"January"
2019,4,4,"January"
2019,3,3,"January"
2019,3,3,"January"
2019,2,2,"January"
2019,5,4,"January"
2019,5,5,"January"
2019,4,3,"January"
2019,3,3,"January"
2019,3,3,"January"
2019,7,6,"January"
2019,4,4,"January"
2019,4,4,"January"
2019,3,3,"January"
2019,4,4,"January"
2019,5,4,"January"
2019,2,2,"January"
2019,4,3,"January"
2019,7,7,"January"
2019,2,2,"February"
2019,2,2,"February"
2019,1,1,"February"
2019,1,1,"February"
2019,4,3,"February"
2019,9,8,"February"
2019,5,4,"February"
2019,4,4,"February"
2019,2,2,"February"
2019,3,3,"February"
2019,0,0,"February"
2019,4,4,"February"
2019,6,5,"February"
2019,6,6,"February"
2019,4,4,"February"
2019,3,3,"February"
2019,6,6,"February"
2019,1,1,"February"
2019,3,3,"February"
2019,0,0,"February"
2019,5,5,"February"
2019,1,1,"February"
2019,5,5,"February"
2019,3,3,"February"
2019,4,4,"February"
2019,2,2,"February"
2019,0,0,"February"
2019,5,5,"February"
2019,5,4,"March"
2019,5,5,"March"
2019,2,2,"March"
2019,0,0,"March"
2019,5,5,"March"
2019,1,1,"March"
2019,5,5,"March"
2019,1,1,"March"
2019,0,0,"March"
2019,5,5,"March"
2019,1,1,"March"
2019,7,5,"March"
2019,3,2,"March"
2019,2,2,"March"
2019,4,3,"March"
2019,5,4,"March"
2019,3,3,"March"
2019,5,4,"March"
2019,1,1,"March"
2019,4,3,"March"
2019,2,2,"March"
2019,3,3,"March"
2019,5,5,"March"
2019,8,8,"March"
2019,4,4,"March"
2019,2,2,"March"
2019,4,4,"March"
2019,8,7,"March"
2019,4,4,"March"
2019,7,3,"March"
2019,2,2,"March"
2019,2,2,"April"
2019,1,1,"April"
2019,4,3,"April"
2019,1,1,"April"
2019,2,2,"April"
2019,5,4,"April"
2019,4,3,"April"
2019,3,3,"April"
2019,2,1,"April"
2019,2,2,"April"
2019,1,1,"April"
2019,7,7,"April"
2019,2,2,"April"
2019,6,6,"April"
2019,5,5,"April"
2019,2,2,"April"
2019,1,1,"April"
2019,3,3,"April"
2019,10,9,"April"
2019,5,5,"April"
2019,1,1,"April"
2019,0,0,"April"
2019,7,7,"April"
2019,3,3,"April"
2019,4,4,"April"
2019,4,4,"April"
2019,3,3,"April"
2019,3,3,"April"
2019,2,2,"April"
2019,3,3,"April"
2019,3,3,"May"
2019,4,3,"May"
2019,2,2,"May"
2019,4,4,"May"
2019,4,3,"May"
2019,2,2,"May"
2019,6,5,"May"
2019,3,3,"May"
2019,3,3,"May"
2019,1,1,"May"
2019,4,4,"May"
2019,1,1,"May"
2019,5,4,"May"
2019,1,1,"May"
2019,0,0,"May"
2019,4,4,"May"
2019,5,3,"May"
2019,4,4,"May"
2019,6,5,"May"
2019,4,3,"May"
2019,1,1,"May"
2019,4,3,"May"
2019,1,1,"May"
2019,3,3,"May"
2019,6,6,"May"
2019,5,5,"May"
2019,8,7,"May"
2019,2,2,"May"
2019,5,5,"May"
2019,3,3,"May"
2019,2,2,"May"
2019,3,3,"June"
2019,7,5,"June"
2019,1,1,"June"
2019,2,1,"June"
2019,2,2,"June"
2019,5,5,"June"
2019,6,6,"June"
2019,5,5,"June"
2019,0,0,"June"
2019,6,6,"June"
2019,4,4,"June"
2019,3,3,"June"
2019,3,3,"June"
2019,3,3,"June"
2019,4,4,"June"
2019,4,4,"June"
2019,4,4,"June"
2019,0,0,"June"
2019,2,1,"June"
2019,2,2,"June"
2019,0,0,"June"
2019,4,4,"June"
2019,3,3,"June"
2019,1,1,"June"
2019,2,2,"June"
2019,3,3,"June"
2019,5,5,"June"
2019,6,5,"June"
2019,2,2,"June"
2019,1,1,"June"
2019,2,2,"July"
2019,1,1,"July"
2019,5,5,"July"
2019,3,2,"July"
2019,5,4,"July"
2019,4,4,"July"
2019,2,2,"July"
2019,1,1,"July"
2019,2,2,"July"
2019,2,2,"July"
2019,4,4,"July"
2019,3,3,"July"
2019,2,2,"July"
2019,2,2,"July"
2019,6,5,"July"
2019,3,3,"July"
2019,0,0,"July"
2019,2,2,"July"
2019,2,2,"July"
2019,5,5,"July"
2019,4,4,"July"
2019,1,1,"July"
2019,1,1,"July"
2019,1,1,"July"
2019,2,2,"July"
2019,2,2,"July"
2019,4,4,"July"
2019,4,3,"July"
2019,6,6,"July"
2019,3,3,"July"
2019,0,0,"July"
2019,3,3,"August"
2019,3,3,"August"
2019,3,3,"August"
2019,4,4,"August"
2019,3,3,"August"
2019,2,2,"August"
2019,1,1,"August"
2019,5,4,"August"
2019,2,2,"August"
2019,4,4,"August"
2019,4,3,"August"
2019,2,2,"August"
2019,6,5,"August"
2019,1,1,"August"
2019,1,1,"August"
2019,3,3,"August"
2019,7,6,"August"
2019,1,1,"August"
2019,6,6,"August"
2019,2,2,"August"
2019,1,1,"August"
2019,3,3,"August"
2019,5,5,"August"
2019,5,4,"August"
2019,1,1,"August"
2019,2,2,"August"
2019,2,2,"August"
2019,4,4,"August"
2019,4,4,"August"
2019,5,5,"August"
2019,4,4,"August"
2019,2,1,"September"
2019,3,3,"September"
2019,2,2,"September"
2019,5,5,"September"
2019,0,0,"September"
2019,7,6,"September"
2019,2,2,"September"
2019,4,3,"September"
2019,0,0,"September"
2019,3,3,"September"
2019,5,5,"September"
2019,2,2,"September"
2019,4,3,"September"
2019,4,4,"September"
2019,5,4,"September"
2019,5,5,"September"
2019,7,7,"September"
2019,1,1,"September"
2019,4,4,"September"
2019,1,1,"September"
2019,4,3,"September"
2019,3,3,"September"
2019,2,2,"September"
2019,3,2,"September"
2019,1,1,"September"
2019,1,1,"September"
2019,5,5,"September"
2019,3,3,"September"
2019,3,2,"September"
2019,0,0,"September"
2019,3,3,"October"
2019,1,1,"October"
2019,2,2,"October"
2019,9,8,"October"
2019,3,3,"October"
2019,5,5,"October"
2019,3,2,"October"
2019,2,2,"October"
2019,4,4,"October"
2019,5,4,"October"
2019,2,2,"October"
2019,4,3,"October"
2019,7,7,"October"
2019,1,1,"October"
2019,7,5,"October"
2019,1,1,"October"
2019,3,3,"October"
2019,2,2,"October"
2019,4,4,"October"
2019,4,4,"October"
2019,2,2,"October"
2019,1,1,"October"
2019,2,2,"October"
2019,1,1,"October"
2019,0,0,"October"
2019,4,4,"October"
2019,7,5,"October"
2019,3,3,"October"
2019,4,4,"October"
2019,2,2,"October"
2019,3,3,"October"
2019,4,4,"November"
2019,1,1,"November"
2019,1,1,"November"
2019,2,2,"November"
2019,1,1,"November"
2019,2,2,"November"
2019,6,5,"November"
2019,2,2,"November"
2019,5,5,"November"
2019,3,3,"November"
2019,5,5,"November"
2019,3,3,"November"
2019,6,5,"November"
2019,1,1,"November"
2019,3,2,"November"
2019,4,4,"November"
2019,0,0,"November"
2019,4,3,"November"
2019,2,2,"November"
2019,6,5,"November"
2019,4,4,"November"
2019,1,1,"November"
2019,2,2,"November"
2019,2,2,"November"
2019,2,2,"November"
2019,3,3,"November"
2019,2,2,"November"
2019,3,3,"November"
2019,1,1,"November"
2019,3,3,"November"
2019,1,1,"December"
2019,6,2,"December"
2019,2,2,"December"
2019,2,2,"December"
2019,4,4,"December"
2019,3,3,"December"
2019,2,2,"December"
2019,5,5,"December"
2019,2,2,"December"
2019,6,6,"December"
2019,2,2,"December"
2019,3,3,"December"
2019,7,5,"December"
2019,7,7,"December"
2019,4,4,"December"
2019,0,0,"December"
2019,7,6,"December"
2019,2,2,"December"
2019,8,7,"December"
2019,7,6,"December"
2019,5,5,"December"
2019,2,2,"December"
2019,3,3,"December"
2019,1,1,"December"
2019,7,5,"December"
2019,1,1,"December"
2019,2,2,"December"
2019,3,3,"December"
2019,2,1,"December"
2019,1,1,"December"
2019,3,3,"December"
2020,3,3,"January"
2020,2,1,"January"
2020,5,5,"January"
2020,1,1,"January"
2020,1,1,"January"
2020,2,2,"January"
2020,1,1,"January"
2020,4,4,"January"
2020,0,0,"January"
2020,1,1,"January"
2020,1,1,"January"
2020,6,5,"January"
2020,6,4,"January"
2020,1,1,"January"
2020,2,2,"January"
2020,2,2,"January"
2020,4,4,"January"
2020,4,2,"January"
2020,1,1,"January"
2020,3,3,"January"
2020,5,3,"January"
2020,3,3,"January"
2020,5,5,"January"
2020,1,1,"January"
2020,1,1,"January"
2020,1,1,"January"
2020,4,4,"January"
2020,3,2,"January"
2020,0,0,"January"
2020,4,4,"January"
2020,5,5,"January"
2020,5,2,"February"
2020,3,3,"February"
2020,1,1,"February"
2020,3,2,"February"
2020,1,1,"February"
2020,1,1,"February"
2020,2,2,"February"
2020,1,1,"February"
2020,1,1,"February"
2020,5,5,"February"
2020,1,1,"February"
2020,4,4,"February"
2020,4,4,"February"
2020,6,4,"February"
2020,7,6,"February"
2020,4,4,"February"
2020,4,4,"February"
2020,3,3,"February"
2020,3,3,"February"
2020,2,2,"February"
2020,4,4,"February"
2020,4,3,"February"
2020,3,3,"February"
2020,1,1,"February"
2020,6,5,"February"
2020,4,2,"February"
2020,4,4,"February"
2020,2,2,"February"
2020,4,4,"February"
2020,2,2,"March"
2020,3,3,"March"
2020,4,4,"March"
2020,1,1,"March"
2020,2,2,"March"
2020,3,2,"March"
2020,4,4,"March"
2020,3,3,"March"
2020,3,3,"March"
2020,3,3,"March"
2020,5,5,"March"
2020,3,3,"March"
2020,3,3,"March"
2020,8,7,"March"
2020,4,4,"March"
2020,4,4,"March"
2020,6,6,"March"
2020,4,3,"March"
2020,2,2,"March"
2020,2,2,"March"
